"campaignid","caab_code","number","opcode","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","zone","marine_region","observer_count","observer_length","level_1","level_2","level_3","level_4","level_5"
"SCI3304-2025","82003004",4,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",6,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",4,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",3,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",3,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",1,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",9,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",3,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",7,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",10,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",10,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
