"campaignid","opcode","family","genus","species","code","length_mm","number","mass_kg","range","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","observer_count","observer_length","inclusion_probability","visibility_m"
"SCI3304-2025","S7","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S7","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0728,117.9126667,"2025-04-24T11:24:00+08:00","Sandy","Prince Harbour","fished","2","Yes","Yes","Caelan McCuaig","Erika Teng Gui",NA,NA
"SCI3304-2025","S8","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Arripidae","Arripis","georgianus",NA,162.07519,1,0.0727068437992123,2315.72553,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Labridae","Haletta","semifasciata",NA,78.49312,1,0.00394627547096589,801.72876,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Labridae","Haletta","semifasciata",NA,82.61782,1,0.00462054481358269,1114.10956,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Labridae","Haletta","semifasciata",NA,85.61786,1,0.00515708571205881,1193.6906,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,147.23836,1,0.0434904701236006,1857.88005,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,172.15191,2,0.137457591366273,1575.64438,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,164.679,4,0.241418825168675,1868.16968,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,168.63196,3,0.194085081076885,1936.12169,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,184.32822,1,0.0839539981547975,1557.91064,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,181.75292,1,0.0805655389809148,1484.67534,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,180.54186,1,0.0790037513467363,1206.81364,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S8","Terapontidae","Pelates","octolineatus",NA,201.93432,1,0.109662438174041,1381.74239,-35.0714,117.9109667,"2025-04-24T11:49:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Ephraim Chang","Evan Setiawan",NA,NA
"SCI3304-2025","S9","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","S9","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0725,117.9104333,"2025-04-24T11:50:00+08:00","Sandy","Prince Harbour","fished","2.6","Yes","Yes","Kayla Ferrera","Erika Teng Gui",NA,NA
"SCI3304-2025","SF1","Apogonidae","Ostorhinchus","rueppellii",NA,68.03998,1,0.0049145619353515,1012.48593,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Apogonidae","Ostorhinchus","rueppellii",NA,93.69515,1,0.0132507025942268,908.61739,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Apogonidae","Ostorhinchus","rueppellii",NA,46.01455,1,0.00146180996644084,1201.03166,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Apogonidae","Ostorhinchus","rueppellii",NA,64.53588,3,0.0125147146191335,850.03881,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Apogonidae","Ostorhinchus","rueppellii",NA,66.62128,1,0.00460379607147392,476.27823,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Apogonidae","Ostorhinchus","rueppellii",NA,51.15661,1,0.00203007139020362,926.26343,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Labridae","Haletta","semifasciata",NA,81.74393,1,0.00447166309955309,1221.99537,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Labridae","Haletta","semifasciata",NA,70.63128,1,0.00285113046579098,1374.29188,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF1","Terapontidae","Pelates","octolineatus",NA,183.78791,1,0.0832354480264647,1654.68637,-35.0358,117.873,"2025-04-23T13:08:00+08:00","Salmon Farm","Prince Harbour","fished","4.1","Yes","Yes","Ephraim Chang","Darren Yap",NA,NA
"SCI3304-2025","SF12","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF12","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0468,117.8993667,"2025-04-23T15:14:00+08:00","Salmon Farm","Prince Harbour","fished","4.9","Yes","Yes","Erika Teng Gui","Darren Yap",NA,NA
"SCI3304-2025","SF14","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Labridae","Haletta","semifasciata",NA,79.57208,7,0.0288102563827109,747.86664,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Labridae","Haletta","semifasciata",NA,57.22499,1,0.00149097420144992,592.18486,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
"SCI3304-2025","SF14","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0586,117.8987333,"2025-04-24T14:45:00+08:00","Salmon Farm","Prince Harbour","fished","3.7","Yes","Yes","Caelan McCuaig","Khai Siang Tan",NA,NA
